repository,branch,loc,error,elapsed_seconds,file_count
internetarchive__openlibrary,instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,349258,,0.59,1603
internetarchive__openlibrary,instance_internetarchive__openlibrary-6e889f4a733c9f8ce9a9bd2ec6a934413adcedb9-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,349996,,0.48,1603
internetarchive__openlibrary,instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb,350727,,0.45,1606
internetarchive__openlibrary,instance_internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,352801,,0.47,1609
internetarchive__openlibrary,instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,353035,,0.54,1609
internetarchive__openlibrary,instance_internetarchive__openlibrary-0dc5b20fa186f9714f8a838178597e69f549d026-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,352656,,0.61,1613
internetarchive__openlibrary,instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,352655,,0.45,1613
internetarchive__openlibrary,instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,352647,,0.21,1613
internetarchive__openlibrary,instance_internetarchive__openlibrary-b67138b316b1e9c11df8a4a8391fe5cc8e75ff9f-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,353573,,0.51,1605
internetarchive__openlibrary,instance_internetarchive__openlibrary-e8084193a895d8ee81200f49093389a3887479ce-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,352957,,0.45,1611
internetarchive__openlibrary,instance_internetarchive__openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2,353601,,0.52,1613
internetarchive__openlibrary,instance_internetarchive__openlibrary-bdba0af0f6cbaca8b5fc3be2a3080f38156d9c92-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,353664,,0.4,1617
internetarchive__openlibrary,instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86,353049,,0.6,1618
internetarchive__openlibrary,instance_internetarchive__openlibrary-7edd1ef09d91fe0b435707633c5cc9af41dedddf-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,355973,,0.53,1624
internetarchive__openlibrary,instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,379652,,0.43,1650
internetarchive__openlibrary,instance_internetarchive__openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,380601,,0.33,1655
internetarchive__openlibrary,instance_internetarchive__openlibrary-f0341c0ba81c790241b782f5103ce5c9a6edf8e3-ve8fc82d8aae8463b752a211156c5b7b59f349237,380705,,0.39,1655
internetarchive__openlibrary,instance_internetarchive__openlibrary-c8996ecc40803b9155935fd7ff3b8e7be6c1437c-ve8fc82d8aae8463b752a211156c5b7b59f349237,380690,,0.39,1655
internetarchive__openlibrary,instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,387005,,0.62,1663
internetarchive__openlibrary,instance_internetarchive__openlibrary-bb152d23c004f3d68986877143bb0f83531fe401-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,388724,,0.3,1664
internetarchive__openlibrary,instance_internetarchive__openlibrary-7c8dc180281491ccaa1b4b43518506323750d1e4-v298a7a812ceed28c4c18355a091f1b268fe56d86,399868,,0.39,1673
internetarchive__openlibrary,instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,379647,,0.47,1695
internetarchive__openlibrary,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,379629,,0.8,1695
internetarchive__openlibrary,instance_internetarchive__openlibrary-dbbd9d539c6d4fd45d5be9662aa19b6d664b5137-v08d8e8889ec945ab821fb156c04c7d2e2810debb,379114,,0.46,1694
internetarchive__openlibrary,instance_internetarchive__openlibrary-3f7db6bbbcc7c418b3db72d157c6aed1d45b2ccf-v430f20c722405e462d9ef44dee7d34c41e76fe7a,353444,,0.65,1696
internetarchive__openlibrary,instance_internetarchive__openlibrary-8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3-v13642507b4fc1f8d234172bf8129942da2c2ca26,353791,,0.61,1698
internetarchive__openlibrary,instance_internetarchive__openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4-v13642507b4fc1f8d234172bf8129942da2c2ca26,354267,,0.74,1698
internetarchive__openlibrary,instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26,354360,,0.64,1698
internetarchive__openlibrary,instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a,351565,,0.44,1690
internetarchive__openlibrary,instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,351826,,0.61,1690
internetarchive__openlibrary,instance_internetarchive__openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2-v13642507b4fc1f8d234172bf8129942da2c2ca26,352639,,0.47,1692
internetarchive__openlibrary,instance_internetarchive__openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26,352598,,0.4,1692
internetarchive__openlibrary,instance_internetarchive__openlibrary-b4f7c185ae5f1824ac7f3a18e8adf6a4b468459c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,352619,,0.47,1694
internetarchive__openlibrary,instance_internetarchive__openlibrary-6fdbbeee4c0a7e976ff3e46fb1d36f4eb110c428-v08d8e8889ec945ab821fb156c04c7d2e2810debb,351918,,0.5,1700
internetarchive__openlibrary,instance_internetarchive__openlibrary-f8cc11d9c1575fdba5ac66aee0befca970da8d64-v13642507b4fc1f8d234172bf8129942da2c2ca26,352179,,0.5,1702
internetarchive__openlibrary,instance_internetarchive__openlibrary-d109cc7e6e161170391f98f9a6fa1d02534c18e4-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,352543,,0.45,1704
internetarchive__openlibrary,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,359172,,0.57,1713
internetarchive__openlibrary,instance_internetarchive__openlibrary-c506c1b0b678892af5cb22c1c1dbc35d96787a0a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,365781,,0.44,1712
internetarchive__openlibrary,instance_internetarchive__openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,366284,,0.34,1717
internetarchive__openlibrary,instance_internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f-v08d8e8889ec945ab821fb156c04c7d2e2810debb,371285,,0.57,1700
internetarchive__openlibrary,instance_internetarchive__openlibrary-d8162c226a9d576f094dc1830c4c1ffd0be2dd17-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,371343,,0.56,1700
internetarchive__openlibrary,instance_internetarchive__openlibrary-123e6e5e1c85b9c07d1e98f70bfc480bc8016890-v2733ff199fb72f0d033a30dc62cb0a4742e3a7f4,371478,,0.6,1700
internetarchive__openlibrary,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,373523,,0.49,1704
internetarchive__openlibrary,instance_internetarchive__openlibrary-53d376b148897466bb86d5accb51912bbbe9a8ed-v08d8e8889ec945ab821fb156c04c7d2e2810debb,373622,,0.6,1704
internetarchive__openlibrary,instance_internetarchive__openlibrary-f343c08f89c772f7ba6c0246f384b9e6c3dc0add-v08d8e8889ec945ab821fb156c04c7d2e2810debb,373864,,0.53,1704
internetarchive__openlibrary,instance_internetarchive__openlibrary-798055d1a19b8fa0983153b709f460be97e33064-v13642507b4fc1f8d234172bf8129942da2c2ca26,374626,,0.38,1707
internetarchive__openlibrary,instance_internetarchive__openlibrary-00bec1e7c8f3272c469a58e1377df03f955ed478-v13642507b4fc1f8d234172bf8129942da2c2ca26,377532,,0.39,1717
internetarchive__openlibrary,instance_internetarchive__openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,379914,,0.58,1728
internetarchive__openlibrary,instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,379968,,0.61,1728
internetarchive__openlibrary,instance_internetarchive__openlibrary-b112069e31e0553b2d374abb5f9c5e05e8f3dbbe-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,380399,,0.8,1732
internetarchive__openlibrary,instance_internetarchive__openlibrary-910b08570210509f3bcfebf35c093a48243fe754-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,390181,,0.51,1745
internetarchive__openlibrary,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,391022,,0.57,1753
internetarchive__openlibrary,instance_internetarchive__openlibrary-77c16d530b4d5c0f33d68bead2c6b329aee9b996-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,391627,,0.5,1757
internetarchive__openlibrary,instance_internetarchive__openlibrary-e1e502986a3b003899a8347ac8a7ff7b08cbfc39-v08d8e8889ec945ab821fb156c04c7d2e2810debb,391848,,0.57,1758
internetarchive__openlibrary,instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,392138,,0.6,1761
internetarchive__openlibrary,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,391655,,0.49,1758
internetarchive__openlibrary,instance_internetarchive__openlibrary-3aeec6afed9198d734b7ee1293f03ca94ff970e1-v13642507b4fc1f8d234172bf8129942da2c2ca26,391773,,0.47,1761
internetarchive__openlibrary,instance_internetarchive__openlibrary-5fb312632097be7e9ac6ab657964af115224d15d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,391514,,0.57,1758
internetarchive__openlibrary,instance_internetarchive__openlibrary-6a117fab6c963b74dc1ba907d838e74f76d34a4b-v13642507b4fc1f8d234172bf8129942da2c2ca26,392228,,0.52,1762
internetarchive__openlibrary,instance_internetarchive__openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,401023,,0.8,1764
internetarchive__openlibrary,instance_internetarchive__openlibrary-f3b26c2c0721f8713353fe4b341230332e30008d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,401227,,0.44,1765
internetarchive__openlibrary,instance_internetarchive__openlibrary-9cd47f4dc21e273320d9e30d889c864f8cb20ccf-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,397870,,0.54,1769
internetarchive__openlibrary,instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,397971,,0.58,1769
internetarchive__openlibrary,instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,398234,,0.73,1770
internetarchive__openlibrary,instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,398426,,0.66,1766
internetarchive__openlibrary,instance_internetarchive__openlibrary-4b7ea2977be2747496ba792a678940baa985f7ea-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,397416,,0.47,1781
internetarchive__openlibrary,instance_internetarchive__openlibrary-08ac40d050a64e1d2646ece4959af0c42bf6b7b5-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,399791,,0.67,1792
internetarchive__openlibrary,instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,400077,,0.57,1791
internetarchive__openlibrary,instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,400128,,0.33,1791
internetarchive__openlibrary,instance_internetarchive__openlibrary-630221ab686c64e75a2ce253c893c033e4814b2e-v93c53c13d5f9b383ebb411ee7750b49dcd1a34c6,400397,,0.55,1792
internetarchive__openlibrary,instance_internetarchive__openlibrary-7f7e53aa4cf74a4f8549a5bcd4810c527e2f6d7e-v13642507b4fc1f8d234172bf8129942da2c2ca26,400920,,0.64,1794
internetarchive__openlibrary,instance_internetarchive__openlibrary-c05ccf2cd8baa81609434e0e35c4a63bc0da5a25-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,399121,,0.62,1794
internetarchive__openlibrary,instance_internetarchive__openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,399147,,0.65,1794
internetarchive__openlibrary,instance_internetarchive__openlibrary-d40ec88713dc95ea791b252f92d2f7b75e107440-v13642507b4fc1f8d234172bf8129942da2c2ca26,399354,,0.52,1798
internetarchive__openlibrary,instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,399254,,0.94,1798
navidrome__navidrome,instance_navidrome__navidrome-874b17b8f614056df0ef021b5d4f977341084185,86027,,0.25,586
navidrome__navidrome,instance_navidrome__navidrome-b3980532237e57ab15b2b93c49d5cd5b2d050013,108433,,0.41,597
navidrome__navidrome,instance_navidrome__navidrome-89b12b34bea5687c70e4de2109fd1e7330bb2ba2,108484,,0.42,598
navidrome__navidrome,instance_navidrome__navidrome-6bd4c0f6bfa653e9b8b27cfdc2955762d371d6e9,109585,,0.37,621
navidrome__navidrome,instance_navidrome__navidrome-8383527aaba1ae8fa9765e995a71a86c129ef626,109775,,0.51,621
navidrome__navidrome,instance_navidrome__navidrome-b65e76293a917ee2dfc5d4b373b1c62e054d0dca,109974,,0.17,622
navidrome__navidrome,instance_navidrome__navidrome-66b74c81f115c78cb69910b0472eeb376750efc4,110141,,0.69,624
navidrome__navidrome,instance_navidrome__navidrome-97434c1789a6444b30aae5ff5aa124a96a88f504,110474,,0.3,628
navidrome__navidrome,instance_navidrome__navidrome-5001518260732e36d9a42fb8d4c054b28afab310,111757,,0.36,635
navidrome__navidrome,instance_navidrome__navidrome-ee21f3957e0de91624427e93c62b8ee390de72e3,112230,,0.2,643
navidrome__navidrome,instance_navidrome__navidrome-f78257235ec3429ef42af6687738cd327ec77ce8,112627,,0.32,654
navidrome__navidrome,instance_navidrome__navidrome-8d56ec898e776e7e53e352cb9b25677975787ffc,112696,,0.25,654
navidrome__navidrome,instance_navidrome__navidrome-5e549255201e622c911621a7b770477b1f5a89be,113231,,0.34,657
navidrome__navidrome,instance_navidrome__navidrome-e12a14a87d392ac70ee4cc8079e3c3e0103dbcb2,114400,,0.32,669
navidrome__navidrome,instance_navidrome__navidrome-d21932bd1b2379b0ebca2d19e5d8bae91040268a,120601,,0.35,694
navidrome__navidrome,instance_navidrome__navidrome-3972616585e82305eaf26aa25697b3f5f3082288,120814,,0.36,696
navidrome__navidrome,instance_navidrome__navidrome-d613b1930688422122796b43acb3caf2538c8fd1,124272,,0.33,722
navidrome__navidrome,instance_navidrome__navidrome-28389fb05e1523564dfc61fa43ed8eb8a10f938c,118413,,0.48,735
navidrome__navidrome,instance_navidrome__navidrome-0130c6dc13438b48cf0fdfab08a89e357b5517c9,118869,,0.23,742
navidrome__navidrome,instance_navidrome__navidrome-87d4db7638b37eeb754b217440ab7a372f669205,118810,,0.45,746
navidrome__navidrome,instance_navidrome__navidrome-8e640bb8580affb7e0ea6225c0bbe240186b6b08,119092,,0.36,748
navidrome__navidrome,instance_navidrome__navidrome-69e0a266f48bae24a11312e9efbe495a337e4c84,123264,,0.53,765
navidrome__navidrome,instance_navidrome__navidrome-c90468b895f6171e33e937ff20dc915c995274f0,123327,,0.29,765
navidrome__navidrome,instance_navidrome__navidrome-3f2d24695e9382125dfe5e6d6c8bbeb4a313a4f9,123432,,0.52,766
navidrome__navidrome,instance_navidrome__navidrome-7073d18b54da7e53274d11c9e2baef1242e8769e,126064,,0.41,801
navidrome__navidrome,instance_navidrome__navidrome-d0dceae0943b8df16e579c2d9437e11760a0626a,126869,,0.17,811
navidrome__navidrome,instance_navidrome__navidrome-d5df102f9f97c21715c756069c9e141da2a422dc,127080,,0.4,817
navidrome__navidrome,instance_navidrome__navidrome-d8e794317f788198227e10fb667e10496b3eb99a,128834,,0.36,822
navidrome__navidrome,instance_navidrome__navidrome-10108c63c9b5bdf2966ffb3239bbfd89683e37b7,129342,,0.33,825
navidrome__navidrome,instance_navidrome__navidrome-f7d4fcdcc1a59d1b4f835519efb402897757e371,129767,,0.51,833
navidrome__navidrome,instance_navidrome__navidrome-3853c3318f67b41a9e4cb768618315ff77846fdb,132051,,0.33,845
navidrome__navidrome,instance_navidrome__navidrome-6b3b4d83ffcf273b01985709c8bc5df12bbb8286,132038,,0.33,844
navidrome__navidrome,instance_navidrome__navidrome-eebfbc5381a1e506ff17b5f1371d1ad83d5fd642,138417,,0.33,864
navidrome__navidrome,instance_navidrome__navidrome-812dc2090f20ac4f8ac271b6ed95be5889d1a3ca,139243,,0.32,874
navidrome__navidrome,instance_navidrome__navidrome-dfa453cc4ab772928686838dc73d0130740f054e,148075,,0.19,884
navidrome__navidrome,instance_navidrome__navidrome-bf2bcb12799b21069f137749e0c331f761d1f693,148893,,0.37,884
navidrome__navidrome,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,149536,,0.3,890
navidrome__navidrome,instance_navidrome__navidrome-27875ba2dd1673ddf8affca526b0664c12c3b98b,149654,,0.31,890
navidrome__navidrome,instance_navidrome__navidrome-de90152a7173039677ac808f5bfb1e644d761336,149688,,0.37,891
navidrome__navidrome,instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,149852,,0.43,891
navidrome__navidrome,instance_navidrome__navidrome-3977ef6e0f287f598b6e4009876239d6f13b686d,150397,,0.36,897
navidrome__navidrome,instance_navidrome__navidrome-55bff343cdaad1f04496f724eda4b55d422d7f17,150461,,0.35,897
navidrome__navidrome,instance_navidrome__navidrome-0488fb92cb02a82924fb1181bf1642f2e87096db,150548,,0.32,898
navidrome__navidrome,instance_navidrome__navidrome-56303cde23a4122d2447cbb266f942601a78d7e4,150581,,0.2,899
navidrome__navidrome,instance_navidrome__navidrome-29bc17acd71596ae92131aca728716baf5af9906,150622,,0.17,899
navidrome__navidrome,instance_navidrome__navidrome-29b7b740ce469201af0a0510f3024adc93ef4c8e,150762,,0.42,901
navidrome__navidrome,instance_navidrome__navidrome-3bc9e75b2843f91f6a1e9b604e321c2bd4fd442a,150798,,0.37,901
navidrome__navidrome,instance_navidrome__navidrome-fa85e2a7816a6fe3829a4c0d8e893e982b0985da,151721,,0.36,905
navidrome__navidrome,instance_navidrome__navidrome-669c8f4c49a7ef51ac9a53c725097943f67219eb,146274,,0.58,913
navidrome__navidrome,instance_navidrome__navidrome-55730514ea59d5f1d0b8e3f8745569c29bdbf7b4,122176,,0.39,921
navidrome__navidrome,instance_navidrome__navidrome-23bebe4e06124becf1000e88472ae71a6ca7de4c,123310,,0.3,928
navidrome__navidrome,instance_navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585,123359,,0.37,929
navidrome__navidrome,instance_navidrome__navidrome-0a650de357babdcc8ce910fe37fee84acf4ed2fe,123513,,0.31,930
navidrome__navidrome,instance_navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,124552,,0.49,944
navidrome__navidrome,instance_navidrome__navidrome-3982ba725883e71d4e3e618c61d5140eeb8d850a,124633,,0.25,944
navidrome__navidrome,instance_navidrome__navidrome-31799662706fedddf5bcc1a76b50409d1f91d327,127030,,0.28,955
navidrome__navidrome,instance_navidrome__navidrome-09ae41a2da66264c60ef307882362d2e2d8d8b89,137954,,0.49,1024
NodeBB__NodeBB,instance_NodeBB__NodeBB-0e07f3c9bace416cbab078a30eae972868c0a8a3-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,280201,,0.48,4618
NodeBB__NodeBB,instance_NodeBB__NodeBB-cfc237c2b79d8c731bbfc6cadf977ed530bfd57a-v0495b863a912fbff5749c67e860612b91825407c,280410,,0.46,4618
NodeBB__NodeBB,instance_NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9-vnan,282795,,0.67,4639
NodeBB__NodeBB,instance_NodeBB__NodeBB-05f2236193f407cf8e2072757fbd6bb170bc13f0-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,284267,,0.78,4642
NodeBB__NodeBB,instance_NodeBB__NodeBB-8168c6c40707478f71b8af60300830fe554c778c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,286164,,0.83,4644
NodeBB__NodeBB,instance_NodeBB__NodeBB-84e065752f6d7fbe5c08cbf50cb173ffb866b8fa-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,286280,,0.67,4644
NodeBB__NodeBB,instance_NodeBB__NodeBB-97c8569a798075c50e93e585ac741ab55cb7c28b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,286413,,0.85,4644
NodeBB__NodeBB,instance_NodeBB__NodeBB-087e6020e490b4a1759f38c1ad03869511928263-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,287452,,0.38,4655
NodeBB__NodeBB,instance_NodeBB__NodeBB-a917210c5b2c20637094545401f85783905c074c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,287469,,0.97,4655
NodeBB__NodeBB,instance_NodeBB__NodeBB-0c81642997ea1d827dbd02c311db9d4976112cd4-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,287975,,0.25,4656
NodeBB__NodeBB,instance_NodeBB__NodeBB-397835a05a8e2897324e566b41c5e616e172b4af-v89631a1cdb318276acb48860c5d78077211397c6,305145,,0.23,4677
NodeBB__NodeBB,instance_NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,305218,,0.6,4677
NodeBB__NodeBB,instance_NodeBB__NodeBB-be43cd25974681c9743d424238b7536c357dc8d3-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,306327,,0.7,4678
NodeBB__NodeBB,instance_NodeBB__NodeBB-6ea3b51f128dd270281db576a1b59270d5e45db0-vnan,303661,,0.45,4462
NodeBB__NodeBB,instance_NodeBB__NodeBB-f48ed3658aab7be0f1165d4c1f89af48d7865189-v0495b863a912fbff5749c67e860612b91825407c,305268,,0.67,4465
NodeBB__NodeBB,instance_NodeBB__NodeBB-0f788b8eaa4bba3c142d171fd941d015c53b65fc-v0ec6d6c2baf3cb4797482ce4829bc25cd5716649,307642,,0.6,4476
NodeBB__NodeBB,instance_NodeBB__NodeBB-84dfda59e6a0e8a77240f939a7cb8757e6eaf945-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8,308052,,0.67,4478
NodeBB__NodeBB,instance_NodeBB__NodeBB-6489e9fd9ed16ea743cc5627f4d86c72fbdb3a8a-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8,308192,,0.78,4478
NodeBB__NodeBB,instance_NodeBB__NodeBB-767973717be700f46f06f3e7f4fc550c63509046-vnan,313267,,0.98,4556
NodeBB__NodeBB,instance_NodeBB__NodeBB-22368b996ee0e5f11a5189b400b33af3cc8d925a-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,315253,,0.39,4564
NodeBB__NodeBB,instance_NodeBB__NodeBB-9c576a0758690f45a6ca03b5884c601e473bf2c1-vd59a5728dfc977f44533186ace531248c2917516,317868,,0.66,4614
NodeBB__NodeBB,instance_NodeBB__NodeBB-3c85b944e30a0ba8b3ec9e1f441c74f383625a15-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,318273,,0.59,4614
NodeBB__NodeBB,instance_NodeBB__NodeBB-1ea9481af6125ffd6da0592ed439aa62af0bca11-vd59a5728dfc977f44533186ace531248c2917516,321747,,0.57,4688
NodeBB__NodeBB,instance_NodeBB__NodeBB-18c45b44613aecd53e9f60457b9812049ab2998d-v0495b863a912fbff5749c67e860612b91825407c,308679,,0.75,4773
NodeBB__NodeBB,instance_NodeBB__NodeBB-f2082d7de85eb62a70819f4f3396dd85626a0c0a-vd59a5728dfc977f44533186ace531248c2917516,310142,,0.71,4780
NodeBB__NodeBB,instance_NodeBB__NodeBB-f083cd559d69c16481376868c8da65172729c0ca-vnan,311086,,0.72,4788
NodeBB__NodeBB,instance_NodeBB__NodeBB-7b8bffd763e2155cf88f3ebc258fa68ebe18188d-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,312366,,0.85,4882
NodeBB__NodeBB,instance_NodeBB__NodeBB-bd80d36e0dcf78cd4360791a82966078b3a07712-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,313457,,0.81,4888
NodeBB__NodeBB,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,315474,,0.75,4886
NodeBB__NodeBB,instance_NodeBB__NodeBB-8ca65b0c78c67c1653487c02d1135e1b702185e1-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,316339,,0.8,4887
NodeBB__NodeBB,instance_NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f-vd59a5728dfc977f44533186ace531248c2917516,304449,,0.81,4879
NodeBB__NodeBB,instance_NodeBB__NodeBB-f1a80d48cc45877fcbadf34c2345dd9709722c7f-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,308829,,0.78,4885
NodeBB__NodeBB,instance_NodeBB__NodeBB-b398321a5eb913666f903a794219833926881a8f-vd59a5728dfc977f44533186ace531248c2917516,311508,,0.57,4943
NodeBB__NodeBB,instance_NodeBB__NodeBB-445b70deda20201b7d9a68f7224da751b3db728c-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,315675,,1.03,4982
NodeBB__NodeBB,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,315685,,0.24,4982
NodeBB__NodeBB,instance_NodeBB__NodeBB-76c6e30282906ac664f2c9278fc90999b27b1f48-vd59a5728dfc977f44533186ace531248c2917516,8456,,0.81,5022
NodeBB__NodeBB,instance_NodeBB__NodeBB-da0211b1a001d45d73b4c84c6417a4f1b0312575-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,8710,,0.84,5023
NodeBB__NodeBB,instance_NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f-vnan,21882,,0.89,5074
NodeBB__NodeBB,instance_NodeBB__NodeBB-bad15643013ca15affe408b75eba9e47cc604bb2-vd59a5728dfc977f44533186ace531248c2917516,22243,,0.45,5075
